GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	ZFITTED_BASE	ZRESID_BASE	ensembl_gene_id	gene_symbol	mmusculus_homolog_ensembl_gene
8692	3	50255221	50460281	53	10	457824	3.3124	-0.001049	3.3135	ENSG00000068001	HYAL2	ENSMUSG00000010047
11334	3	50262341	50465668	53	10	457824	3.4892	-0.001049	3.4902	ENSG00000114383	TUSC2	ENSMUSG00000010054
11186	3	50267217	50478367	58	11	457824	3.4867	-0.001049	3.4878	ENSG00000068028	RASSF1	ENSMUSG00000010067
51364	3	50278537	50483459	59	11	457824	3.456	-0.001049	3.4571	ENSG00000004838	ZMYND10	ENSMUSG00000010044
10641	3	50284918	50488486	58	10	457824	3.4694	-0.001049	3.4705	ENSG00000114388	NPRL2	ENSMUSG00000010057
11068	3	50288265	50491500	56	10	457824	3.5185	-0.001049	3.5196	ENSG00000114395	NA	NA
11070	3	50292180	50496939	55	9	457824	3.437	-0.001049	3.438	ENSG00000126062	TMEM115	ENSMUSG00000010045
9254	3	50300230	50640892	85	9	457824	3.5238	-0.001049	3.5249	ENSG00000007402	CACNA2D2	ENSMUSG00000010066
51161	3	50495456	50708458	48	5	457824	3.6672	-0.001049	3.6682	ENSG00000088543	C3orf18	ENSMUSG00000037977
51409	3	50506583	50722422	43	4	457824	3.6606	-0.001049	3.6616	ENSG00000114735	HEMK1	ENSMUSG00000032579
1154	3	50543885	50749262	38	3	457824	3.5957	-0.001049	3.5967	ENSG00000114737	CISH	ENSMUSG00000032578
7867	3	50549293	50786728	49	3	457824	3.6168	-0.001049	3.6178	ENSG00000114738	MAPKAPK3	ENSMUSG00000032577
1795	3	50612672	51521629	261	8	457824	3.5527	-0.001049	3.5537	ENSG00000088538	DOCK3	ENSMUSG00000039716
7873	3	51322692	51526828	72	7	457824	4.5234	-0.001049	4.5244	ENSG00000145050	MANF	ENSMUSG00000032575
29890	3	51328699	51535339	72	8	457824	4.5058	-0.001049	4.5068	ENSG00000259956	RBM15B	NA
9730	3	51333298	51634018	80	8	457824	4.4449	-0.001049	4.4459	ENSG00000145041	DCAF1	ENSMUSG00000040325
23132	3	51475596	51797634	38	8	457824	4.8894	-0.001049	4.8905	ENSG00000164080	RAD54L2	ENSMUSG00000040661
51368	3	51605191	51838339	25	7	457824	5.0583	-0.001049	5.0593	ENSG00000164081	TEX264	ENSMUSG00000040813
2912	3	51641081	51852629	22	6	457824	4.9824	-0.001049	4.9834	ENSG00000164082	GRM2	ENSMUSG00000023192
440956	3	51712577	51913256	35	8	457824	3.8506	-0.001049	3.8517	ENSG00000214686	IQCF6	ENSMUSG00000091129
401067	3	51760899	51964874	35	8	457824	2.0603	-0.001049	2.0614	ENSG00000229972	IQCF3	ENSMUSG00000041009
389123	3	51795645	51997440	32	7	457824	1.1273	-0.001049	1.1283	ENSG00000184345	IQCF2	NA
389124	3	51807737	52009600	31	7	457824	0.97632	-0.001049	0.97737	ENSG00000214681	IQCF5	ENSMUSG00000066382
132141	3	51828892	52037386	32	8	457824	0.76367	-0.001049	0.76471	ENSG00000173389	IQCF1	ENSMUSG00000066383
9136	3	51867442	52075957	34	10	457824	2.7781	-0.001049	2.7791	ENSG00000114767	RRP9	ENSMUSG00000041506
10039	3	51876297	52082883	35	11	457824	3.0338	-0.001049	3.0349	ENSG00000041880	PARP3	ENSMUSG00000023249
118442	3	51889330	52091520	35	12	457824	3.3569	-0.001049	3.3579	ENSG00000180929	GPR62	ENSMUSG00000091735
57060	3	51891470	52101482	38	12	457824	3.317	-0.001049	3.318	ENSG00000090097	PCBP4	NA
84836	3	51902526	52108646	40	11	457824	3.1961	-0.001049	3.1972	ENSG00000114779	ABHD14B	ENSMUSG00000042073
25864	3	51907700	52115216	44	11	457824	2.6779	-0.001049	2.679	ENSG00000248487	ABHD14A	ENSMUSG00000042210
95	3	51917300	52123218	43	9	457824	2.6376	-0.001049	2.6387	ENSG00000243989	ACY1	NA
6159	3	51927644	52129958	41	8	457824	2.7375	-0.001049	2.7385	ENSG00000162244	RPL29	ENSMUSG00000056797
1849	3	51982935	52190461	51	6	457824	2.35	-0.001049	2.351	ENSG00000164086	DUSP7	ENSMUSG00000053716
25886	3	52009249	52288720	87	12	457824	3.5938	-0.001049	3.5949	ENSG00000164087	POC1A	ENSMUSG00000023345
211	3	52132099	52348343	71	11	457824	3.8629	-0.001049	3.8639	ENSG00000023330	ALAS1	ENSMUSG00000032786
54106	3	52155096	52360179	72	10	457824	3.5768	-0.001049	3.5779	ENSG00000239732	TLR9	NA
11344	3	52162626	52373183	75	10	457824	3.3783	-0.001049	3.3793	ENSG00000247596	TWF2	ENSMUSG00000023277
132160	3	52179782	52384615	74	8	457824	3.1247	-0.001049	3.1258	ENSG00000164088	PPM1M	ENSMUSG00000020253
80335	3	52188438	52412659	80	8	457824	2.9228	-0.001049	2.9239	ENSG00000164091	WDR82	ENSMUSG00000020257
132158	3	52221836	52429272	78	7	457824	2.9294	-0.001049	2.9304	ENSG00000168237	GLYCTK	ENSMUSG00000020258
25981	3	52250335	52534513	117	10	457824	2.9654	-0.001049	2.9665	ENSG00000114841	DNAH1	ENSMUSG00000019027
8314	3	52335020	52544121	88	8	457824	2.7505	-0.001049	2.7515	ENSG00000163930	BAP1	ENSMUSG00000021901
51533	3	52344577	52557657	86	8	457824	2.8689	-0.001049	2.8699	ENSG00000010318	PHF7	ENSMUSG00000021902
56920	3	52367268	52579112	87	9	457824	3.498	-0.001049	3.499	ENSG00000010319	SEMA3G	ENSMUSG00000021904
7134	3	52385107	52588057	83	9	457824	3.8008	-0.001049	3.8018	ENSG00000114854	TNNC1	ENSMUSG00000091898
11188	3	52389524	52627088	98	11	457824	4.2156	-0.001049	4.2167	ENSG00000010322	NISCH	ENSMUSG00000021910
23166	3	52429354	52658512	97	10	457824	4.3971	-0.001049	4.3981	ENSG00000010327	STAB1	ENSMUSG00000042286
64943	3	52458385	52669093	87	9	457824	4.3596	-0.001049	4.3607	ENSG00000168268	NT5DC2	ENSMUSG00000071547
440957	3	52470002	52674586	84	8	457824	4.3295	-0.001049	4.3306	ENSG00000168273	SMIM4	ENSMUSG00000058351
55193	3	52479368	52819866	139	7	457824	3.9017	-0.001049	3.9027	ENSG00000163939	PBRM1	ENSMUSG00000042323
26354	3	52619936	52828513	86	3	457824	3.7542	-0.001049	3.7553	ENSG00000163938	GNL3	ENSMUSG00000042354
55830	3	52628500	52840099	87	3	457824	3.8138	-0.001049	3.8149	ENSG00000016864	GLT8D1	ENSMUSG00000021916
28972	3	52639792	52842198	85	3	457824	3.838	-0.001049	3.839	ENSG00000114902	SPCS1	ENSMUSG00000021917
6787	3	52644796	52904965	108	6	457824	4.4998	-0.001049	4.5008	ENSG00000114904	NEK4	ENSMUSG00000021918
3697	3	52711602	52926084	90	6	457824	4.8603	-0.001049	4.8614	ENSG00000055957	ITIH1	ENSMUSG00000006529
3699	3	52728784	52943025	86	6	457824	5.0195	-0.001049	5.0205	ENSG00000162267	ITIH3	ENSMUSG00000006522
3700	3	52747006	52964717	78	6	457824	5.2184	-0.001049	5.2194	ENSG00000055955	ITIH4	ENSMUSG00000021922
389125	3	52767131	52969235	75	7	457824	5.3256	-0.001049	5.3266	ENSG00000272573	MUSTN1	NA
100526772	3	52767131	53031597	91	8	457824	5.3265	-0.001049	5.3276	ENSG00000248592	TMEM110-MUSTN1	NA
375346	3	52770772	53031597	89	8	457824	5.3287	-0.001049	5.3298	ENSG00000213533	TMEM110	NA
51460	3	52833221	53180089	111	11	457824	5.4829	-0.001049	5.4839	ENSG00000163935	SFMBT1	ENSMUSG00000006527
91869	3	53022499	53264480	86	16	457824	5.1771	-0.001049	5.1782	ENSG00000163933	RFT1	ENSMUSG00000052395
5580	3	53095223	53326733	103	20	457824	4.6297	-0.001049	4.6307	ENSG00000163932	PRKCD	ENSMUSG00000021948
7086	3	53158723	53390130	90	16	457824	1.6877	-0.001049	1.6888	ENSG00000163931	TKT	ENSMUSG00000021957
55802	3	53217443	53481654	91	13	457824	-0.12014	-0.001049	-0.11909	ENSG00000272886	DCP1A	NA
776	3	53429076	53947179	270	52	457824	4.7155	-0.001049	4.7165	ENSG00000157388	CACNA1D	ENSMUSG00000015968
55349	3	53750324	53980420	128	24	457824	4.1497	-0.001049	4.1507	ENSG00000016391	CHDH	ENSMUSG00000015970
55540	3	53780577	53999827	111	22	457824	3.6411	-0.001049	3.6421	ENSG00000056736	IL17RB	ENSMUSG00000015966
93973	3	53798959	54016229	102	20	457824	3.2556	-0.001049	3.2566	ENSG00000113812	ACTR8	ENSMUSG00000015971
58515	3	53819226	54025989	92	17	457824	2.7466	-0.001049	2.7476	ENSG00000113811	SELENOK	ENSMUSG00000042682
55799	3	54056620	55208584	684	135	457824	-1.7755	-0.001049	-1.7744	ENSG00000157445	CACNA2D3	ENSMUSG00000021991
57408	3	54852264	55101115	169	35	457824	-0.78406	-0.001049	-0.78301	ENSG00000144771	LRTM1	ENSMUSG00000045776
7474	3	55399743	55621670	108	23	457824	-0.16381	-0.001049	-0.16276	ENSG00000114251	WNT5A	ENSMUSG00000021994
26059	3	55442336	56602391	519	72	457824	-0.83454	-0.001049	-0.83349	ENSG00000187672	ERC2	ENSMUSG00000040640
285331	3	56491184	56755864	93	14	457824	-2.1235	-0.001049	-2.1225	ENSG00000180376	CCDC66	ENSMUSG00000046753
23272	3	56554160	56817270	97	14	457824	-1.6352	-0.001049	-1.6341	ENSG00000163946	FAM208A	ENSMUSG00000040651
50650	3	56661446	57213336	257	55	457824	-2.2055	-0.001049	-2.2045	ENSG00000163947	ARHGEF3	ENSMUSG00000021895
353324	3	56994469	57209460	117	26	457824	-1.2612	-0.001049	-1.2602	ENSG00000186451	SPATA12	NA
54756	3	57024010	57304345	121	24	457824	-1.6136	-0.001049	-1.6125	ENSG00000144730	IL17RD	ENSMUSG00000040717
8820	3	57131866	57361656	85	15	457824	-1.8555	-0.001049	-1.8545	ENSG00000163666	HESX1	ENSMUSG00000040726
26060	3	57161765	57407499	77	12	457824	-1.6812	-0.001049	-1.6802	ENSG00000157500	APPL1	ENSMUSG00000040760
142686	3	57202379	57426753	69	9	457824	-1.8955	-0.001049	-1.8945	ENSG00000239388	ASB14	ENSMUSG00000021898
201625	3	57227727	57630071	130	17	457824	-2.3483	-0.001049	-2.3473	ENSG00000174844	DNAH12	NA
201626	3	57441882	57740704	92	11	457824	-1.8298	-0.001049	-1.8288	ENSG00000174840	PDE12	ENSMUSG00000043702
378	3	57457090	57683215	77	9	457824	-1.8765	-0.001049	-1.8754	ENSG00000168374	ARF4	ENSMUSG00000021877
201627	3	57511181	57778816	79	10	457824	-1.7206	-0.001049	-1.7196	ENSG00000174839	DENND6A	ENSMUSG00000040818
7871	3	57641948	58015597	124	16	457824	-1.2702	-0.001049	-1.2691	ENSG00000163681	SLMAP	ENSMUSG00000021870
2317	3	57894127	58257982	174	32	457824	-0.82476	-0.001049	-0.82371	ENSG00000136068	FLNB	ENSMUSG00000025278
1776	3	58078353	58296730	120	19	457824	0.05293	-0.001049	0.053979	ENSG00000163687	DNASE1L3	ENSMUSG00000025279
57406	3	58123233	58380463	128	19	457824	1.0366	-0.001049	1.0377	ENSG00000163686	ABHD6	ENSMUSG00000025277
11102	3	58191972	58405920	108	15	457824	1.2935	-0.001049	1.2946	ENSG00000163684	RPP14	ENSMUSG00000023156
54899	3	58218617	58511815	121	15	457824	1.4111	-0.001049	1.4121	ENSG00000168297	PXK	ENSMUSG00000033885
5162	3	58313357	58519579	80	12	457824	1.9508	-0.001049	1.9518	ENSG00000168291	PDHB	ENSMUSG00000021748
200845	3	58377823	58588087	79	21	457824	1.2171	-0.001049	1.2182	ENSG00000168301	KCTD6	ENSMUSG00000021752
8309	3	58390863	58622929	110	32	457824	0.24036	-0.001049	0.24141	ENSG00000168306	ACOX2	ENSMUSG00000021751
11170	3	58449841	58713337	132	37	457824	-0.99747	-0.001049	-0.99642	ENSG00000168309	FAM107A	ENSMUSG00000021750
131177	3	58519670	58752575	120	31	457824	-1.344	-0.001049	-1.3429	ENSG00000198643	FAM3D	ENSMUSG00000021749
200844	3	58620199	59135804	139	21	457824	-0.88107	-0.001049	-0.88002	ENSG00000163689	C3orf67	ENSMUSG00000021747
2272	3	59635036	61337133	1341	238	457824	3.9677	-0.001049	3.9687	ENSG00000189283	FHIT	ENSMUSG00000060579
5793	3	61447243	62380573	503	99	457824	1.9245	-0.001049	1.9255	ENSG00000144724	PTPRG	ENSMUSG00000021745
57415	3	62204648	62421888	59	20	457824	2.8357	-0.001049	2.8368	ENSG00000114405	C3orf14	ENSMUSG00000033111
55079	3	62255347	62459190	69	25	457824	4.2104	-0.001049	4.2115	ENSG00000153266	FEZF2	ENSMUSG00000021743
8618	3	62284021	62961064	394	86	457824	5.1358	-0.001049	5.1368	ENSG00000163618	CADPS	ENSMUSG00000054423
132204	3	63163914	63702597	365	77	457824	-2.1614	-0.001049	-2.1604	ENSG00000163630	SYNPR	ENSMUSG00000056296
132203	3	63538344	63750893	110	26	457824	-3.0831	-0.001049	-3.0821	ENSG00000188817	SNTN	ENSMUSG00000044772
80145	3	63719546	63949597	57	12	457824	0.44917	-0.001049	0.45022	ENSG00000163634	THOC7	ENSMUSG00000053453
6314	3	63749785	64089240	125	22	457824	0.010655	-0.001049	0.011704	ENSG00000163635	ATXN7	ENSMUSG00000021738
9861	3	63896225	64109686	105	21	457824	-0.35454	-0.001049	-0.3535	ENSG00000163636	PSMD6	ENSMUSG00000021737
166336	3	63979526	64353859	265	48	457824	-0.51851	-0.001049	-0.51746	ENSG00000163637	PRICKLE2	ENSMUSG00000030020
56999	3	64401330	64773676	236	52	457824	-1.898	-0.001049	-1.8969	ENSG00000163638	ADAMTS9	ENSMUSG00000030022
9223	3	65239200	66124511	454	106	457824	-0.83632	-0.001049	-0.83527	ENSG00000151276	MAGI1	ENSMUSG00000045095
26018	3	66329221	66651446	118	26	457824	2.7926	-0.001049	2.7936	ENSG00000144749	LRIG1	ENSMUSG00000030029
84541	3	66948727	67161634	82	15	457824	0.49778	-0.001049	0.49883	ENSG00000163376	KBTBD8	ENSMUSG00000030031
8801	3	67310884	67805038	257	40	457824	-0.70743	-0.001049	-0.70638	ENSG00000172340	SUCLG2	ENSMUSG00000061838
407738	3	67940734	68694772	333	50	457824	-0.98678	-0.001049	-0.98574	ENSG00000183662	FAM19A1	ENSMUSG00000059187
151647	3	68680915	69081761	159	24	457824	-1.6695	-0.001049	-1.6685	ENSG00000163377	FAM19A4	ENSMUSG00000046500
285203	3	68924363	69163112	95	19	457824	-0.52814	-0.001049	-0.52709	ENSG00000163378	EOGT	ENSMUSG00000035245
7110	3	68968978	69201484	87	18	457824	-0.61659	-0.001049	-0.61554	ENSG00000144747	TMF1	ENSMUSG00000030059
9039	3	69003881	69229524	81	17	457824	-1.0964	-0.001049	-1.0954	ENSG00000144744	UBA3	ENSMUSG00000030061
10550	3	69034090	69255239	79	18	457824	-1.7391	-0.001049	-1.738	ENSG00000144746	ARL6IP5	ENSMUSG00000035199
56203	3	69056039	69271746	75	18	457824	-1.7654	-0.001049	-1.7643	ENSG00000163380	LMOD3	ENSMUSG00000044086
23150	3	69119146	69535430	190	48	457824	-0.67287	-0.001049	-0.67182	ENSG00000114541	FRMD4B	ENSMUSG00000030064
4286	3	69688586	70117488	150	30	457824	3.5255	-0.001049	3.5265	ENSG00000187098	MITF	ENSMUSG00000035158
27086	3	70903865	71733140	344	80	457824	2.5026	-0.001049	2.5037	ENSG00000285708	NA	NA
317649	3	71628440	71903924	136	47	457824	1.8123	-0.001049	1.8134	ENSG00000163412	EIF4E3	ENSMUSG00000093661
2850	3	71703201	71904328	105	38	457824	-1.1665	-0.001049	-1.1655	ENSG00000170837	GPR27	ENSMUSG00000072875
60675	3	71720806	71934357	109	36	457824	-1.5072	-0.001049	-1.5061	ENSG00000163421	PROK2	ENSMUSG00000030069
23429	3	72323744	72595774	118	37	457824	-0.061705	-0.001049	-0.060656	ENSG00000163602	RYBP	ENSMUSG00000072872
55164	3	72698426	72997631	73	14	457824	-0.0515	-0.001049	-0.050451	ENSG00000144736	SHQ1	ENSMUSG00000035378
727936	3	72837385	73124525	97	17	457824	-0.20795	-0.001049	-0.2069	ENSG00000172986	GXYLT2	ENSMUSG00000030074
151987	3	72945985	73218349	121	21	457824	-0.1005	-0.001049	-0.099448	ENSG00000163605	PPP4R2	ENSMUSG00000052144
55096	3	73010810	73212488	83	14	457824	-0.013212	-0.001049	-0.012163	ENSG00000255423	EBLN2	NA
23024	3	73331582	73774072	267	52	457824	-0.16894	-0.001049	-0.16789	ENSG00000121440	PDZRN3	ENSMUSG00000035357
5067	3	74211719	74763587	227	55	457824	0.21625	-0.001049	0.2173	ENSG00000113805	CNTN3	ENSMUSG00000030075
100288801	3	75613487	75816368	2	1	457824	1.454	-0.001049	1.455	ENSG00000172969	FRG2C	NA
100131827	3	75685868	75934709	14	3	457824	0.95424	-0.001049	0.95529	ENSG00000227124	ZNF717	NA
6092	3	75855845	77799115	782	132	457824	3.8324	-0.001049	3.8335	ENSG00000185008	ROBO2	ENSMUSG00000052516
6091	3	78546388	79917059	391	61	457824	3.134	-0.001049	3.1351	ENSG00000169855	ROBO1	ENSMUSG00000022883
2632	3	81438850	81910950	144	17	457824	3.0845	-0.001049	3.0856	ENSG00000114480	GBE1	ENSMUSG00000022707
253559	3	84908133	86223579	374	40	457824	8.465	-0.001049	8.466	ENSG00000175161	CADM2	ENSMUSG00000064115
389136	3	86887123	87140412	77	10	457824	-0.032537	-0.001049	-0.031488	ENSG00000206538	VGLL3	ENSMUSG00000091243
25978	3	87176413	87404698	97	13	457824	1.9049	-0.001049	1.906	ENSG00000083937	CHMP2B	ENSMUSG00000004843
5449	3	87208783	87425737	96	14	457824	1.909	-0.001049	1.91	ENSG00000064835	POU1F1	ENSMUSG00000004842
3355	3	87741929	88143964	111	15	457824	4.4139	-0.001049	4.4149	ENSG00000179097	HTR1F	ENSMUSG00000050783
8545	3	88001100	88299016	84	7	457824	5.3756	-0.001049	5.3767	ENSG00000163320	CGGBP1	ENSMUSG00000054604
55279	3	88008394	88293814	78	6	457824	5.3628	-0.001049	5.3638	ENSG00000175105	ZNF654	ENSMUSG00000047141
285237	3	88098875	88307115	52	3	457824	5.1789	-0.001049	5.18	ENSG00000179021	C3orf38	ENSMUSG00000059920
100506944	3	88287565	88616299	117	21	457824	4.7565	-0.001049	4.7576	NA	NA	NA
2042	3	89056674	89631284	140	17	457824	3.432	-0.001049	3.4331	ENSG00000044524	EPHA3	ENSMUSG00000052504
5627	3	93491881	93792934	52	9	457824	5.1868	-0.001049	5.1879	ENSG00000184500	PROS1	ENSMUSG00000022912
200894	3	93598983	93874522	56	9	457824	5.5116	-0.001049	5.5126	ENSG00000169379	ARL13B	ENSMUSG00000022911
415117	3	93633078	93847460	51	9	457824	5.3975	-0.001049	5.3985	ENSG00000178750	STX19	ENSMUSG00000047854
200895	3	93676766	93882233	45	9	457824	5.4583	-0.001049	5.4593	ENSG00000178700	DHFR2	NA
63899	3	93681855	93945630	51	9	457824	5.7904	-0.001049	5.7915	ENSG00000178694	NSUN3	ENSMUSG00000050312
285220	3	96433425	97567786	213	38	457824	-1.2339	-0.001049	-1.2328	ENSG00000080224	EPHA6	ENSMUSG00000055540
84100	3	97383365	97620086	66	11	457824	-0.3138	-0.001049	-0.31275	ENSG00000113966	ARL6	ENSMUSG00000022722
131544	3	97440537	97763830	119	15	457824	-0.61402	-0.001049	-0.61297	ENSG00000080200	CRYBG3	ENSMUSG00000022723
84864	3	97560661	97791295	107	18	457824	-0.42786	-0.001049	-0.42681	ENSG00000170854	RIOX2	ENSMUSG00000022724
200959	3	97605527	97854148	123	22	457824	0.055852	-0.001049	0.056901	ENSG00000183185	GABRR3	ENSMUSG00000074991
81050	3	97706017	97906946	109	15	457824	0.19879	-0.001049	0.19983	ENSG00000196578	OR5AC2	ENSMUSG00000052537
26341	3	97751542	97952483	104	11	457824	0.4215	-0.001049	0.42255	ENSG00000231192	OR5H1	ENSMUSG00000062105
403273	3	97768230	97969162	101	9	457824	0.43094	-0.001049	0.43199	ENSG00000236032	OR5H14	ENSMUSG00000094539
403274	3	97787544	97988485	89	7	457824	0.45699	-0.001049	0.45804	ENSG00000233412	OR5H15	ENSMUSG00000064006
79295	3	97883129	98084106	87	10	457824	0.11387	-0.001049	0.11492	ENSG00000230301	OR5H6	ENSMUSG00000060057
79310	3	97901732	98102676	86	10	457824	-0.046947	-0.001049	-0.045898	ENSG00000197938	OR5H2	NA
403278	3	97972698	98173663	85	13	457824	-1.7339	-0.001049	-1.7329	ENSG00000196098	OR5K4	NA
403277	3	98009510	98210475	79	14	457824	-2.2264	-0.001049	-2.2253	ENSG00000206536	OR5K3	NA
26339	3	98088421	98289372	96	25	457824	-3.1943	-0.001049	-3.1932	ENSG00000232382	OR5K1	ENSMUSG00000071510
402135	3	98116525	98317475	94	26	457824	-3.0357	-0.001049	-3.0347	ENSG00000231861	OR5K2	ENSMUSG00000049362
56650	3	98119628	98341910	101	28	457824	-2.831	-0.001049	-2.83	ENSG00000080822	CLDND1	ENSMUSG00000022744
2838	3	98150743	98351994	93	27	457824	-2.4594	-0.001049	-2.4584	ENSG00000154165	GPR15	ENSMUSG00000047293
1371	3	98196677	98412470	88	24	457824	-1.7008	-0.001049	-1.6998	ENSG00000080819	CPOX	ENSMUSG00000022742
10402	3	98351080	98614689	96	16	457824	-2.26	-0.001049	-2.259	ENSG00000064225	ST3GAL6	ENSMUSG00000022747
131566	3	98414814	98720566	114	15	457824	-2.7484	-0.001049	-2.7473	ENSG00000057019	DCBLD2	ENSMUSG00000035107
1295	3	99257440	99618061	147	23	457824	-0.33369	-0.001049	-0.33264	ENSG00000144810	COL8A1	ENSMUSG00000068196
84319	3	99436678	99997476	201	16	457824	-1.1112	-0.001049	-1.1101	ENSG00000184220	CMSS1	ENSMUSG00000022748
11259	3	99451988	99933349	177	12	457824	-0.95972	-0.001049	-0.95867	ENSG00000168386	FILIP1L	ENSMUSG00000043336
55773	3	99879661	100144096	91	18	457824	-2.5983	-0.001049	-2.5972	ENSG00000036054	TBC1D23	ENSMUSG00000022749
56954	3	99953483	100175844	68	12	457824	-3.0126	-0.001049	-3.0115	ENSG00000114021	NIT2	ENSMUSG00000022751
9868	3	99982303	100220242	71	14	457824	-3.6207	-0.001049	-3.6196	ENSG00000154174	TOMM70	ENSMUSG00000022752
348801	3	100020037	100275170	83	16	457824	-4.2382	-0.001049	-4.2372	ENSG00000206535	LNP1	NA
55076	3	100111463	100396297	84	13	457824	-4.1301	-0.001049	-4.129	ENSG00000181458	TMEM45A	NA
84873	3	100228433	100514323	99	13	457824	-2.3451	-0.001049	-2.344	ENSG00000144820	ADGRG7	ENSMUSG00000022755
10342	3	100328128	100567811	102	15	457824	-1.3422	-0.001049	-1.3412	ENSG00000114354	TFG	ENSMUSG00000022757
25890	3	100368179	100812336	227	43	457824	-0.84661	-0.001049	-0.84556	ENSG00000154175	ABI3BP	ENSMUSG00000035258
50939	3	100841390	101139419	114	16	457824	1.372	-0.001049	1.373	ENSG00000081148	IMPG2	ENSMUSG00000035270
57337	3	100943049	101332085	114	11	457824	0.30629	-0.001049	0.30734	ENSG00000138468	SENP7	ENSMUSG00000052917
54931	3	101180680	101385290	57	9	457824	0.56818	-0.001049	0.56923	ENSG00000174173	TRMT10C	ENSMUSG00000044763
57092	3	101192997	101413281	66	10	457824	0.34811	-0.001049	0.34916	ENSG00000081154	PCNP	ENSMUSG00000071533
27107	3	101268283	101495988	63	8	457824	0.070201	-0.001049	0.07125	ENSG00000066422	ZBTB11	ENSMUSG00000022601
6152	3	101299934	101505564	52	6	457824	0.020373	-0.001049	0.021422	ENSG00000114391	RPL24	ENSMUSG00000098274
79598	3	101343436	101589404	65	8	457824	-0.25639	-0.001049	-0.25535	ENSG00000182504	CEP97	ENSMUSG00000022604
91775	3	101398029	101647075	73	11	457824	-0.47118	-0.001049	-0.47013	ENSG00000144815	NXPE3	ENSMUSG00000075033
64332	3	101446834	101679869	79	15	457824	-0.6549	-0.001049	-0.65385	ENSG00000144802	NFKBIZ	ENSMUSG00000035356
131368	3	101828816	102298685	131	26	457824	2.1508	-0.001049	2.1519	ENSG00000170044	ZPLD1	ENSMUSG00000064310
214	3	104985557	105395757	171	33	457824	0.42882	-0.001049	0.42987	ENSG00000170017	ALCAM	ENSMUSG00000022636
868	3	105274306	105689354	152	30	457824	-0.97801	-0.001049	-0.97696	ENSG00000114423	CBLB	ENSMUSG00000022637
84692	3	106996188	107197481	83	18	457824	0.89466	-0.001049	0.89571	ENSG00000138483	CCDC54	ENSMUSG00000050685
56987	3	107141783	107630176	193	35	457824	3.5567	-0.001049	3.5577	ENSG00000114439	BBX	ENSMUSG00000022641
961	3	107661941	107909935	117	26	457824	3.8995	-0.001049	3.9005	ENSG00000196776	CD47	ENSMUSG00000055447
55081	3	107779659	108041417	106	15	457824	4.3705	-0.001049	4.3716	ENSG00000114446	IFT57	ENSMUSG00000032965
11148	3	107915353	108197132	143	26	457824	4.7109	-0.001049	4.7119	ENSG00000114455	HHLA2	NA
22989	3	107999216	108348169	151	27	457824	4.3528	-0.001049	4.3538	ENSG00000144821	MYH15	ENSMUSG00000092009
57650	3	108168716	108408491	60	10	457824	3.168	-0.001049	3.169	ENSG00000163507	KIAA1524	ENSMUSG00000033031
9666	3	108208337	108513693	95	15	457824	3.2902	-0.001049	3.2912	ENSG00000198919	DZIP3	ENSMUSG00000064061
84666	3	108374486	108576130	90	19	457824	3.099	-0.001049	3.1001	ENSG00000163515	RETNLB	NA
50852	3	108441631	108673714	131	33	457824	2.4844	-0.001049	2.4854	ENSG00000163519	TRAT1	ENSMUSG00000030775
9626	3	108526491	108772742	136	26	457824	-0.51116	-0.001049	-0.51011	ENSG00000138472	GUCA1C	NA
27136	3	108576814	108936993	165	21	457824	-1.4463	-0.001049	-1.4452	ENSG00000114487	MORC1	ENSMUSG00000022652
151871	3	108912635	109135364	83	21	457824	0.88608	-0.001049	0.88713	ENSG00000163530	DPPA2	ENSMUSG00000072419
55211	3	108944988	109156419	81	22	457824	0.99553	-0.001049	0.99658	ENSG00000121570	DPPA4	NA
25945	3	110690606	111013017	91	16	457824	-2.0468	-0.001049	-2.0457	ENSG00000177707	NECTIN3	ENSMUSG00000022656
10225	3	111160926	111484843	142	30	457824	-1.4096	-0.001049	-1.4085	ENSG00000153283	CD96	ENSMUSG00000022657
79413	3	111211747	111414182	70	18	457824	-2.5326	-0.001049	-2.5316	ENSG00000177494	ZBED2	NA
257068	3	111293523	111665294	189	38	457824	-1.6891	-0.001049	-1.6881	ENSG00000240891	PLCXD2	ENSMUSG00000087141
90102	3	111351327	111795364	278	46	457824	-2.3412	-0.001049	-2.3402	ENSG00000144824	PHLDB2	ENSMUSG00000033149
55347	3	111597723	111812215	158	31	457824	-2.7101	-0.001049	-2.7091	ENSG00000144827	ABHD10	ENSMUSG00000033157
29114	3	111617586	111832735	160	33	457824	-2.6685	-0.001049	-2.6675	ENSG00000144834	TAGLN3	ENSMUSG00000022658
344805	3	111658465	111900116	154	34	457824	-2.3602	-0.001049	-2.3592	ENSG00000176040	TMPRSS7	ENSMUSG00000033177
79669	3	111705175	111937073	131	27	457824	-1.3879	-0.001049	-1.3868	ENSG00000114529	C3orf52	ENSMUSG00000033187
257144	3	111739688	111952453	108	18	457824	-0.62981	-0.001049	-0.62876	ENSG00000174500	GCSAM	ENSMUSG00000022659
285335	3	111759752	112113105	192	28	457824	-0.45572	-0.001049	-0.45467	ENSG00000172139	SLC9C1	ENSMUSG00000033210
