annotation	gene	annotation_value	data	run	cell_cluster	gene_input	hgnc	gene_loadings
snow4	ENSG00000161542	0.3804402308642921	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000015869	Prpsap1	-0.13242489079704
snow4	ENSG00000151552	0.37895587043548395	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000015806	Qdpr	-0.13190820972143
snow4	ENSG00000140006	0.37002325870006203	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000045690	Wdr89	-0.128798916755993
snow4	ENSG00000100519	0.3688955678594121	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021832	Psmc6	-0.12840638640743698
snow4	ENSG00000144868	0.360512947091365	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000042757	Tmem108	-0.125488536112583
snow4	ENSG00000104112	0.36034505624774893	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000032181	Scg3	-0.125430096113792
snow4	ENSG00000153933	0.356301522375924	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000000276	Dgke	-0.12402260950230999
snow4	ENSG00000197386	0.35051881179305205	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029104	Htt	-0.122009744522947
snow4	ENSG00000109534	0.335455245182188	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028010	Gar1	-0.11676636855577902
snow4	ENSG00000008324	0.335221467453505	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000032526	Deb1	-0.116684994432644
snow4	ENSG00000127995	0.333293979198835	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000015189	Casd1	-0.116014067961337
snow4	ENSG00000128596	0.333210624520652	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029769	Ccdc136	-0.115985053589931
snow4	ENSG00000188186	0.329353430762918	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000050552	Lamtor4	-0.11464242886017999
snow4	ENSG00000173598	0.323585030725331	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000020029	Nudt4	-0.11263454514263499
snow4	ENSG00000169783	0.312520841176539	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000049556	Lingo1	-0.10878328553891803
snow4	ENSG00000006114	0.299030425615082	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000034940	Synrg	-0.10408749717953801
snow4	ENSG00000173264	0.295341324369121	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000024958	Gpr137	-0.10280338264589399
snow4	ENSG00000109572	0.26394970860188505	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000004319	Clcn3	-0.0918764854550397
snow4	ENSG00000198513	0.254989429246742	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021066	Atl1	-0.0887575618532427
snow4	ENSG00000153707	0.251745771802355	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028399	Ptprd	-0.0876284988677638
snow4	ENSG00000161813	0.242289676755153	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000023025	Larp4	-0.0843369901039629
snow4	ENSG00000111371	0.234078539315212	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000023169	Slc38a1	-0.0814788302917547
snow4	ENSG00000147894	0.23293116947432999	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028300	3110043O21Rik	-0.08107945001186799
snow4	ENSG00000113327	0.23018119691087696	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000020436	Gabrg2	-0.0801222304886257
snow4	ENSG00000184207	0.22842737301302102	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000043445	Pgp	-0.0795117536796322
snow4	ENSG00000108557	0.219234140166768	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000062115	Rai1	-0.0763117428580347
snow4	ENSG00000100101	0.20833492451191898	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000033099	Nol12	-0.0725179079116417
snow4	ENSG00000219438	0.18259055597840199	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000054863	Fam19a5	-0.0635567231706257
snow4	ENSG00000100095	0.162902061443105	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000058153	Sez6l	-0.0567034870318724
springgreen1	ENSG00000033170	0.55136801121406	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021065	Fut8	-0.212899791193521
springgreen1	ENSG00000155858	0.52412409756759	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000044847	Lsm11	-0.20238009580195102
springgreen1	ENSG00000127948	0.5239524721519591	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000005514	Por	-0.202313826061218
springgreen1	ENSG00000143033	0.5234188324950491	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029267	Mtf2	-0.202107771721434
springgreen1	ENSG00000156261	0.506211048218753	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000025613	Cct8	-0.195463328074332
springgreen1	ENSG00000077254	0.485792200905044	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000025437	Usp33	-0.18757899630120498
springgreen1	ENSG00000186187	0.479113283180583	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000033545	Znrf1	-0.18500006506106
springgreen1	ENSG00000101463	0.46240816505399895	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000074736	Syndig1	-0.17854971594997898
springgreen1	ENSG00000100347	0.45839403778338894	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000022437	Samm50	-0.17699974054270998
springgreen1	ENSG00000100167	0.45681761091959106	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000022456	Sept3	-0.17639103466331799
springgreen1	ENSG00000029364	0.45565539016957	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000048833	Slc39a9	-0.17594226623648201
springgreen1	ENSG00000090316	0.443717638366344	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000079562	Maea	-0.17133274081147498
springgreen1	ENSG00000155959	0.441729506296105	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031197	Vbp1	-0.170565063155154
springgreen1	ENSG00000145194	0.43936712545988793	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000022842	Ece2	-0.169652876781406
springgreen1	ENSG00000155265	0.42741683094015204	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000042532	Golga7b	-0.165038508235884
springgreen1	ENSG00000068400	0.41499861117934994	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031153	Gripap1	-0.160243459665242
springgreen1	ENSG00000100142	0.41490306280185707	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000033020	Polr2f	-0.160206565559665
springgreen1	ENSG00000243279	0.40998877682191	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031149	Praf2	-0.15830901177033302
springgreen1	ENSG00000164172	0.409902381146204	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000015536	Mocs2	-0.15827565179851
springgreen1	ENSG00000100591	0.40877975627223795	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021037	Ahsa1	-0.157842172531678
springgreen1	ENSG00000115526	0.40482111929845505	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000026080	Chst10	-0.156313623598863
springgreen1	ENSG00000132153	0.398931370541307	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000032480	Dhx30	-0.15403941425940898
springgreen1	ENSG00000182263	0.39173980204228004	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000075324	Fign	-0.151262533118943
springgreen1	ENSG00000120457	0.38585585271664397	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000032034	Kcnj5	-0.14899056311462197
springgreen1	ENSG00000100650	0.38322019047694705	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021134	Srsf5	-0.147972854562301
springgreen1	ENSG00000117899	0.381609488838484	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000038503	Mesdc2	-0.147350914160375
springgreen1	ENSG00000119899	0.377693112497814	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000049624	Slc17a5	-0.145838683330501
springgreen1	ENSG00000122643	0.37748658116251604	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029780	Nt5c3	-0.14575893536314402
springgreen1	ENSG00000172209	0.37045411233235703	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000044067	Gpr22	-0.143043487395427
springgreen1	ENSG00000078328	0.33931010877433193	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000008658	Rbfox1	-0.13101784985466
springgreen1	ENSG00000146242	0.33143022476606104	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000035274	Tpbg	-0.12797518937042898
springgreen1	ENSG00000158669	0.329113463542599	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031545	Gpat4	-0.127080618102802
springgreen1	ENSG00000102178	0.314918053980609	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000015290	Ubl4a	-0.121599343037534
springgreen1	ENSG00000064726	0.271120965589928	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000025103	Btbd1	-0.10468796844993598
springgreen1	ENSG00000048740	0.21476666476807799	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000002107	Celf2	-0.0829278760365028
springgreen1	ENSG00000249915	0.205189403706792	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021576	Pdcd6	-0.0792298071629312
springgreen1	ENSG00000017373	0.189831935747083	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000038453	Srcin1	-0.0732998263599396
springgreen1	ENSG00000091651	0.125625512222995	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031697	Orc6	-0.0485077929384466
steelblue	ENSG00000197296	0.674978285591504	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000048486	Fitm2	-0.15084666395236
steelblue	ENSG00000105419	0.579570929142095	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000041420	Meis3	-0.129524672202218
steelblue	ENSG00000185624	0.574734610083943	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000025130	P4hb	-0.128443833586658
steelblue	ENSG00000148158	0.555010022541429	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028385	Snx30	-0.12403570921860302
steelblue	ENSG00000019995	0.543668770710644	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000030967	Zranb1	-0.12150112397306599
steelblue	ENSG00000177380	0.530247810381829	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000003863	Ppfia3	-0.118501757718099
steelblue	ENSG00000124767	0.526799209798725	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000024026	Glo1	-0.11773105160151699
steelblue	ENSG00000159713	0.5226224616860851	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000014846	Tppp3	-0.116797616360102
steelblue	ENSG00000179262	0.522368233391527	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000003813	Rad23a	-0.11674080047293199
steelblue	ENSG00000101654	0.516687151013352	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000009535	Rnmt	-0.115471171000874
steelblue	ENSG00000125826	0.5151095469445	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000027466	Rbck1	-0.115118602161396
steelblue	ENSG00000143061	0.510801190551913	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000042035	Igsf3	-0.11415575461086999
steelblue	ENSG00000183495	0.510453495425684	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029505	Ep400	-0.114078050407663
steelblue	ENSG00000105701	0.50915566483604	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000019428	Fkbp8	-0.11378800638846699
steelblue	ENSG00000169180	0.50681742631383	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000000131	Xpo6	-0.113265448125291
steelblue	ENSG00000145782	0.5047941680205871	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000032905	Atg12	-0.112813282818103
steelblue	ENSG00000157181	0.4961014369146379	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000006010	BC003331	-0.11087059885928698
steelblue	ENSG00000198858	0.49580346208594106	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000035781	R3hdm4	-0.110804006333557
steelblue	ENSG00000188042	0.49546926986116496	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000049866	Arl4c	-0.11072931980911302
steelblue	ENSG00000105520	0.4953603696303979	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000040563	Plppr2	-0.110704982379501
steelblue	ENSG00000062716	0.48781919788325506	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000018171	Vmp1	-0.109019653199835
steelblue	ENSG00000013275	0.48522499461821794	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000030603	Psmc4	-0.10843989098155599
steelblue	ENSG00000111667	0.48454231229828404	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000038429	Usp5	-0.108287322591283
steelblue	ENSG00000177868	0.482994712630945	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028643	Svbp	-0.10794145924732801
steelblue	ENSG00000196544	0.482453662277475	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000045176	Borcs6	-0.10782054329700301
steelblue	ENSG00000171798	0.47985511447977297	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000066129	Kndc1	-0.107239810146364
steelblue	ENSG00000064607	0.47798525701000505	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000036054	Sugp2	-0.106821927427169
steelblue	ENSG00000165671	0.477394283348306	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021488	Nsd1	-0.10668985442977902
steelblue	ENSG00000139767	0.476474130664912	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000063919	Srrm4	-0.106484215277262
steelblue	ENSG00000089289	0.470577549108299	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031221	Igbp1	-0.10516642524530802
steelblue	ENSG00000163875	0.46746359600869297	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028863	Meaf6	-0.104470507396087
steelblue	ENSG00000143847	0.46349758902460797	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000026458	Ppfia4	-0.103584169367839
steelblue	ENSG00000121897	0.461476317164464	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029199	Lias	-0.10313244799612699
steelblue	ENSG00000124225	0.458970527809966	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000038400	Pmepa1	-0.10257244484823
steelblue	ENSG00000134775	0.4576977758400279	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000034295	Fhod3	-0.10228800549247198
steelblue	ENSG00000144843	0.4563828650028571	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000002844	Adprh	-0.101994144315874
steelblue	ENSG00000149091	0.454365407797349	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000040479	Dgkz	-0.101543275457403
steelblue	ENSG00000106105	0.453974993462846	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029777	Gars	-0.10145602420625
steelblue	ENSG00000157445	0.45001910297243497	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021991	Cacna2d3	-0.10057194704972901
steelblue	ENSG00000054116	0.44611104585470707	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028847	Trappc3	-0.0996985598736834
steelblue	ENSG00000118507	0.44342435406459896	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000039166	Akap7	-0.0990981279749731
steelblue	ENSG00000121879	0.43924749655913203	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000027665	Pik3ca	-0.098164668286041
steelblue	ENSG00000152910	0.43844200542337297	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031772	Cntnap4	-0.09798465412371
steelblue	ENSG00000011243	0.43561288825909705	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000002625	Akap8l	-0.0973523924713408
steelblue	ENSG00000196235	0.43098067593435707	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000003435	Supt5	-0.0963171683895857
steelblue	ENSG00000125952	0.426002348597313	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000059436	Max	-0.09520459323437501
steelblue	ENSG00000103647	0.42566881682115004	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000041729	Coro2b	-0.0951300543094491
steelblue	ENSG00000117614	0.42563987239576206	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028821	Syf2	-0.0951235857013429
steelblue	ENSG00000070610	0.42186548153039	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028467	Gba2	-0.0942800707577551
steelblue	ENSG00000107130	0.415199997899907	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000062661	Ncs1	-0.0927904436234447
steelblue	ENSG00000168172	0.41430045608526794	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037234	Hook3	-0.0925894106647249
steelblue	ENSG00000147548	0.41388485157223204	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000054823	Whsc1l1	-0.0924965298185506
steelblue	ENSG00000130881	0.411811228107569	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000001802	Lrp3	-0.0920331087150649
steelblue	ENSG00000144339	0.41044441454028496	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000026109	Tmeff2	-0.0917276481228194
steelblue	ENSG00000070501	0.4092412305356529	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031536	Polb	-0.091458756075336
steelblue	ENSG00000108523	0.407900559875139	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000040746	Rnf167	-0.0911591379973704
steelblue	ENSG00000168488	0.406313854641976	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000032637	Atxn2l	-0.0908045351957579
steelblue	ENSG00000165061	0.404227408959133	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037492	Zmat4	-0.090338248535145
steelblue	ENSG00000001630	0.40062804443568995	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000001467	Cyp51	-0.0895338491310457
steelblue	ENSG00000143970	0.40028447068047396	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037486	Asxl2	-0.089457065987199
steelblue	ENSG00000110344	0.39874105718059794	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000059890	Ube4a	-0.0891121381835567
steelblue	ENSG00000084731	0.398077128291929	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000020668	Kif3c	-0.0889637608800269
steelblue	ENSG00000029725	0.39764248331685	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000020817	Rabep1	-0.088866624800402
steelblue	ENSG00000142444	0.3968830040257079	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000048429	1810026J23Rik	-0.0886968935366632
steelblue	ENSG00000089597	0.395981865092519	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000071650	Ganab	-0.0884955036479351
steelblue	ENSG00000162706	0.39286452685203205	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000005338	Cadm3	-0.0877988292748084
steelblue	ENSG00000116171	0.3866059294066311	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028603	Scp2	-0.0864001345822345
steelblue	ENSG00000102580	0.385660528296034	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000022136	Dnajc3	-0.0861888528170656
steelblue	ENSG00000134644	0.384831235869903	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028580	Pum1	-0.0860035194536179
steelblue	ENSG00000102781	0.38481438290493	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000041298	Katnal1	-0.0859997530901687
steelblue	ENSG00000102908	0.38213232447030393	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000003847	Nfat5	-0.0854003566710172
steelblue	ENSG00000134072	0.3804337306546359	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000030272	Camk1	-0.0850207485918044
steelblue	ENSG00000091428	0.374078570728063	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000049044	Rapgef4	-0.0836004737559004
steelblue	ENSG00000066777	0.37234839221036703	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000067851	Arfgef1	-0.0832138070097134
steelblue	ENSG00000106683	0.372034052817894	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029674	Limk1	-0.0831435572702543
steelblue	ENSG00000104863	0.37124629190863	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000003872	Lin7b	-0.0829675055250482
steelblue	ENSG00000092068	0.36811557922374705	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000022180	Slc7a8	-0.0822678421812207
steelblue	ENSG00000097033	0.36612280208787396	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037062	Sh3glb1	-0.0818224889167324
steelblue	ENSG00000116560	0.36551158308627	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028820	Sfpq	-0.08168589141529499
steelblue	ENSG00000111786	0.362144208003562	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029538	Srsf9	-0.0809333378763945
steelblue	ENSG00000048140	0.361861469772558	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000025875	Tspan17	-0.080870150482327
steelblue	ENSG00000163399	0.35959662119181796	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000033161	Atp1a1	-0.0803639936769086
steelblue	ENSG00000153395	0.358681492147755	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000021608	Lpcat1	-0.0801594772260395
steelblue	ENSG00000131828	0.35765941432559795	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000031299	Pdha1	-0.0799310594634786
steelblue	ENSG00000165219	0.35734848577601797	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000026867	Gapvd1	-0.0798615719919065
steelblue	ENSG00000079785	0.355941351782458	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037149	Ddx1	-0.0795471004404605
steelblue	ENSG00000101337	0.35503443191179296	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000068040	Tm9sf4	-0.0793444186062706
steelblue	ENSG00000196792	0.353722688096478	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000020954	Strn3	-0.0790512652075254
steelblue	ENSG00000148680	0.350555620462161	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000024798	Htr7	-0.0783434771240473
steelblue	ENSG00000204070	0.33771397472738507	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000045503	Sys1	-0.0754735782545578
steelblue	ENSG00000133226	0.336763208260412	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028809	Srrm1	-0.075261097419541
steelblue	ENSG00000112983	0.33296138674704806	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000003778	Brd8	-0.0744114521724636
steelblue	ENSG00000187147	0.33291524742697903	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028677	Rnf220	-0.0744011407851818
steelblue	ENSG00000145391	0.327857007423351	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037111	Setd7	-0.0732707064492846
steelblue	ENSG00000183597	0.326850066242928	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000013539	Tango2	-0.073045671479856
steelblue	ENSG00000172803	0.320683005168271	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000056185	Snx32	-0.0716674336767136
steelblue	ENSG00000075239	0.317008908310723	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000032047	Acat1	-0.0708463328119455
steelblue	ENSG00000115875	0.315659549427535	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000024097	Srsf7	-0.0705447730575824
steelblue	ENSG00000183715	0.310394704451897	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000062257	Opcml	-0.069368165872204
steelblue	ENSG00000028203	0.306751461701816	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000036099	Vezt	-0.0685539603984136
steelblue	ENSG00000124422	0.305773509788539	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000042506	Usp22	-0.0683354040584944
steelblue	ENSG00000183723	0.296743707708491	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000096188	Cmtm4	-0.0663173902216024
steelblue	ENSG00000127603	0.269396093158705	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000028649	Macf1	-0.0602056433551457
steelblue	ENSG00000122966	0.261562611398864	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029516	Cit	-0.0584549876439504
steelblue	ENSG00000183291	0.25432869169184497	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037072	Sep15	-0.0568383242958148
steelblue	ENSG00000109472	0.232645473292255	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000037852	Cpe	-0.0519924778009722
steelblue	ENSG00000135919	0.192526214829344	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000026249	Serpine2	-0.0430264763331335
steelblue	ENSG00000160097	0.19162883958201896	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000001334	Fndc5	-0.0428259275669555
steelblue	ENSG00000169221	0.0916486359268125	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000042492	Tbc1d10b	-0.0204819788731853
steelblue	ENSG00000100354	0.0717037587838975	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000047888	Tnrc6b	-0.0160246233638717
steelblue	ENSG00000189043	0.0616516903396206	Neurons_sub_ClusterName_7.2	run1	DEGLU4	ENSMUSG00000029632	Ndufa4	-0.0137781496283334
